Rank,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score
6107,BIOSYSTEMS,"2,563",1.619,0.002670
6107,International Transactions on Electrical Energy Systems,"1,025",1.619,0.001940
6107,Journal of Coatings Technology and Research,"1,358",1.619,0.001970
6107,Journal of Vascular Surgery-Venous and Lymphatic Disorders,516,1.619,0.001530
6111,Diagnostic and Interventional Radiology,"1,164",1.618,0.002300
6111,IT Professional,592,1.618,0.001090
6113,CHEMISTRY & BIODIVERSITY,"3,869",1.617,0.004340
6113,International Journal of Hypertension,654,1.617,0.001730
6113,Korean Journal of Orthodontics,463,1.617,0.001420
6116,GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,"1,523",1.616,0.001230
6116,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,"3,468",1.616,0.002950
6116,RESEARCH IN VETERINARY SCIENCE,"5,908",1.616,0.008210
6119,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,"2,887",1.615,0.003380
6119,ANNALS OF OCCUPATIONAL HYGIENE,"3,227",1.615,0.003210
6119,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,212,1.615,0.000210
6119,INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS,"1,668",1.615,0.003490
6119,JOURNAL OF CREATIVE BEHAVIOR,"1,023",1.615,0.000950
6119,SPE RESERVOIR EVALUATION & ENGINEERING,"2,112",1.615,0.002500
6125,AUSTRALIAN SYSTEMATIC BOTANY,694,1.614,0.000700
6125,Chinese Journal of Aeronautics,"2,138",1.614,0.003910
6125,EPISODES,"2,031",1.614,0.002540
6125,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,663,1.614,0.000570
6125,OCEANOLOGIA,833,1.614,0.001090
6125,OPTIMAL CONTROL APPLICATIONS & METHODS,998,1.614,0.001980
6131,Engineering Construction and Architectural Management,"1,172",1.613,0.000570
6131,Engineering Construction and Architectural Management,"1,172",1.613,0.000570
6131,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,"1,853",1.613,0.002580
6131,JOURNAL OF COMPOSITE MATERIALS,"8,262",1.613,0.007170
6135,ZEITSCHRIFT FUR GASTROENTEROLOGIE,"1,424",1.612,0.001530
6136,Journal of Deaf Studies and Deaf Education,"1,398",1.611,0.001180
6137,ADAPTED PHYSICAL ACTIVITY QUARTERLY,"1,037",1.610,0.000730
6137,Journal of Orthopaedic Surgery and Research,"1,695",1.610,0.004430
6137,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,"3,233",1.610,0.002810
6137,SOCIO-ECONOMIC PLANNING SCIENCES,"1,185",1.610,0.001140
6137,SOCIO-ECONOMIC PLANNING SCIENCES,"1,185",1.610,0.001140
6137,SOCIOLOGICAL QUARTERLY,"2,192",1.610,0.001510
6143,CURRENT PROBLEMS IN CANCER,373,1.609,0.000630
6144,ARCHIVES OF MICROBIOLOGY,"6,613",1.607,0.003480
6144,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,"2,519",1.607,0.003940
6144,MEDICINAL CHEMISTRY RESEARCH,"4,284",1.607,0.007560
6147,Head & Face Medicine,687,1.606,0.001180
6147,JOURNAL DE MYCOLOGIE MEDICALE,713,1.606,0.001030
6147,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,"1,920",1.606,0.002720
6147,JOURNAL OF RISK AND INSURANCE,"1,739",1.606,0.002240
6147,Transactions on Emerging Telecommunications Technologies,"1,037",1.606,0.002210
6152,AMERICAN ANTHROPOLOGIST,"4,486",1.605,0.002090
6152,ANTHROZOOS,"1,367",1.605,0.001240
6152,ANTHROZOOS,"1,367",1.605,0.001240
6152,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,"44,946",1.605,0.027010
6152,Journal of Advanced Ceramics,400,1.605,0.000980
6152,NEUROPEDIATRICS,"1,650",1.605,0.001630
6152,OPHTHALMOLOGICA,"2,093",1.605,0.002620
6152,PUBLIC HEALTH REPORTS,"5,312",1.605,0.006600
6152,PUBLIC HEALTH REPORTS,"5,312",1.605,0.006600
6152,STRAIN,"1,171",1.605,0.001540
6162,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,"16,207",1.604,0.017660
6162,GOVERNMENT AND OPPOSITION,993,1.604,0.001600
6162,INTERACTIVE LEARNING ENVIRONMENTS,837,1.604,0.001340
6162,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,"2,347",1.604,0.003920
6162,Swiss Journal of Geosciences,682,1.604,0.000890
6167,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,"2,691",1.603,0.004910
6167,CALCOLO,453,1.603,0.001180
6167,Pacific-Basin Finance Journal,"1,487",1.603,0.001730
6170,AUSTRALASIAN JOURNAL OF DERMATOLOGY,"1,544",1.602,0.002750
6170,American Journal of Alzheimers Disease and Other Dementias,"1,843",1.602,0.003000
6170,BMC Oral Health,"1,769",1.602,0.004360
6170,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,"13,197",1.602,0.007440
6174,Cluster Computing-The Journal of Networks Software Tools and Applications,"1,163",1.601,0.002460
6174,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,"5,203",1.601,0.005160
6174,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,"11,697",1.601,0.005130
6174,Journal of Interprofessional Care,"2,427",1.601,0.003070
6174,Journal of Interprofessional Care,"2,427",1.601,0.003070
6174,QUANTUM INFORMATION & COMPUTATION,"1,476",1.601,0.003970
6180,Advances in Theoretical and Mathematical Physics,"2,137",1.600,0.002540
6180,CONFLICT MANAGEMENT AND PEACE SCIENCE,871,1.600,0.002370
6180,IEEE TRANSACTIONS ON EDUCATION,"1,400",1.600,0.001300
6180,Journal of Biomedical Semantics,517,1.600,0.002260
6180,Journal of Maps,"1,004",1.600,0.002230
6180,Journal of Maps,"1,004",1.600,0.002230
6180,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,"2,539",1.600,0.002390
6180,Standards in Genomic Sciences,"1,130",1.600,0.003190
6188,SOILS AND FOUNDATIONS,"4,102",1.599,0.004510
6189,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,982,1.598,0.000770
6189,Journal of Stroke & Cerebrovascular Diseases,"4,894",1.598,0.014910
6189,PSYCHOLOGY CRIME & LAW,"1,376",1.598,0.002130
6192,JOURNAL OF LASER APPLICATIONS,"1,040",1.597,0.001750
6192,Materials Express,598,1.597,0.001290
6194,Advances in Production Engineering & Management,196,1.596,0.000300
6194,CHINESE MEDICAL JOURNAL,"7,606",1.596,0.011700
6194,DISASTERS,"1,922",1.596,0.001820
6194,MIND & LANGUAGE,"1,406",1.596,0.001160
6194,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,"1,973",1.596,0.002580
6194,SOFTWARE QUALITY JOURNAL,508,1.596,0.001070
6200,BMC BIOCHEMISTRY,879,1.595,0.000800
6200,JOURNAL OF NONVERBAL BEHAVIOR,"1,495",1.595,0.001260
6200,REAL-TIME SYSTEMS,697,1.595,0.000850
6203,Gender Place and Culture,"1,709",1.594,0.002270
6203,Journal of Environmental Planning and Management,"2,185",1.594,0.002670
6203,Review of Research in Education,"1,233",1.594,0.001220
6203,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,"7,464",1.594,0.015580
6207,ACADEMIC PSYCHIATRY,"1,391",1.593,0.002360
6207,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,"1,122",1.593,0.001800
6207,Child and Adolescent Mental Health,781,1.593,0.001250
6207,Child and Adolescent Mental Health,781,1.593,0.001250
6207,Journal of the American Academy of Audiology,"2,125",1.593,0.002620
6207,Journal of the Iranian Chemical Society,"2,197",1.593,0.002220
6207,School Mental Health,371,1.593,0.000770
6207,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,880,1.593,0.001260
6215,ANGLE ORTHODONTIST,"6,168",1.592,0.005200
6215,ECOHYDROLOGY & HYDROBIOLOGY,396,1.592,0.000650
6215,PATHOBIOLOGY,966,1.592,0.001170
6218,Arthropod-Plant Interactions,847,1.591,0.002170
6218,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,"2,784",1.591,0.002460
6218,JOURNAL OF TEXTURE STUDIES,"1,732",1.591,0.001070
6218,ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,"1,016",1.591,0.000530
6218,Soil Research,"1,005",1.591,0.002460
6223,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,"4,125",1.590,0.003950
6223,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,"4,125",1.590,0.003950
6223,Archives of Disease in Childhood-Education and Practice Edition,397,1.590,0.001200
6226,POLYMER BULLETIN,"4,587",1.589,0.003790
6226,Psychology Health & Medicine,"1,949",1.589,0.002870
6226,Psychology Health & Medicine,"1,949",1.589,0.002870
6229,ANDROLOGIA,"2,512",1.588,0.003780
6229,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,"5,474",1.588,0.008080
6229,CHEMICAL ENGINEERING & TECHNOLOGY,"5,644",1.588,0.005990
6229,FUTURE OF CHILDREN,"1,826",1.588,0.001570
6229,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,752,1.588,0.000720
6229,JOURNAL OF KOREAN MEDICAL SCIENCE,"5,327",1.588,0.008570
6229,Journal of Child and Family Studies,"3,596",1.588,0.007740
6229,Maritime Economics & Logistics,731,1.588,0.000790
6229,Methods in Cell Biology,"3,241",1.588,0.005970
6229,REVIEW OF ACCOUNTING STUDIES,"1,670",1.588,0.003750
6229,VIOLENCE AGAINST WOMEN,"3,413",1.588,0.003690
6240,CYTOGENETIC AND GENOME RESEARCH,"2,894",1.587,0.002970
6240,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,"1,460",1.587,0.001450
6242,ANZ JOURNAL OF SURGERY,"3,716",1.586,0.005160
6242,EDUCATIONAL POLICY,920,1.586,0.001440
6242,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,955,1.586,0.000920
6242,Journal of Wound Ostomy and Continence Nursing,"1,388",1.586,0.001330
6242,Journal of Wound Ostomy and Continence Nursing,"1,388",1.586,0.001330
6242,PSYCHIATRIC GENETICS,966,1.586,0.001750
6248,LEISURE SCIENCES,"1,812",1.585,0.000710
6248,NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES,867,1.585,0.000670
6248,SPEECH COMMUNICATION,"3,266",1.585,0.003040
6251,Crisis-The Journal of Crisis Intervention and Suicide Prevention,"1,389",1.583,0.002010
6251,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,"2,664",1.583,0.004560
6253,Romanian Reports in Physics,993,1.582,0.002320
6253,Systems Biology in Reproductive Medicine,602,1.582,0.001200
6255,Gaceta Sanitaria,"1,399",1.581,0.001850
6255,Gaceta Sanitaria,"1,399",1.581,0.001850
6255,JOURNAL OF CONTEMPORARY ASIA,661,1.581,0.001190
6255,Journal of Geriatric Cardiology,687,1.581,0.002210
6255,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,"3,675",1.581,0.004560
6255,Social Movement Studies,677,1.581,0.001920
6255,WETLANDS ECOLOGY AND MANAGEMENT,"1,547",1.581,0.001590
6262,Frontiers of Structural and Civil Engineering,370,1.580,0.001100
6262,Heritage Science,278,1.580,0.000830
6262,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,"3,047",1.580,0.002640
6262,JOURNAL OF BASIC MICROBIOLOGY,"2,298",1.580,0.003490
6262,JOURNAL OF NAVIGATION,"1,623",1.580,0.001860
6262,Marine and Coastal Fisheries,578,1.580,0.001280
6262,Technology Pedagogy and Education,426,1.580,0.000530
6269,BOSTON UNIVERSITY LAW REVIEW,"1,172",1.579,0.002190
6269,Biological Research for Nursing,952,1.579,0.001980
6269,COMPARATIVE EDUCATION,"1,206",1.579,0.001120
6269,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,"4,061",1.579,0.003680
6269,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,"4,630",1.579,0.011490
6269,SCIENTIFIC AMERICAN,"6,410",1.579,0.003880
6269,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,"1,289",1.579,0.002020
6276,Annals of Hepatology,"1,492",1.576,0.003520
6276,JOURNAL OF HYDROLOGIC ENGINEERING,"4,270",1.576,0.006310
6276,Journal of Biological Dynamics,501,1.576,0.001280
6279,AMERICAN JOURNAL OF HUMAN BIOLOGY,"3,199",1.575,0.004180
6279,AMERICAN JOURNAL OF HUMAN BIOLOGY,"3,199",1.575,0.004180
6279,International Journal of Business Communication,76,1.575,0.000130
6279,Journal of Contemporary China,"1,116",1.575,0.002240
6279,OCEAN DYNAMICS,"2,208",1.575,0.004360
6279,Photonics and Nanostructures-Fundamentals and Applications,700,1.575,0.001640
6279,Phytochemistry Letters,"2,025",1.575,0.004730
6286,Analytical Cellular Pathology,322,1.574,0.000460
6286,Canadian Water Resources Journal,657,1.574,0.000780
6286,GRASS AND FORAGE SCIENCE,"1,859",1.574,0.001790
6286,JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,"4,179",1.574,0.006660
6286,Journal of Real-Time Image Processing,634,1.574,0.001500
6286,OPHTHALMIC GENETICS,778,1.574,0.001660
6292,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,616,1.573,0.000560
6292,ANIMAL WELFARE,"1,950",1.573,0.002150
6292,Mathematical Geosciences,867,1.573,0.002280
6292,RAND JOURNAL OF ECONOMICS,"5,056",1.573,0.007860
6292,SOCIAL & CULTURAL GEOGRAPHY,"1,881",1.573,0.002660
6297,Cambridge Law Journal,443,1.571,0.000280
6297,International Journal of Strategic Property Management,445,1.571,0.000440
6297,NEW GENETICS AND SOCIETY,329,1.571,0.000670
6297,NEW GENETICS AND SOCIETY,329,1.571,0.000670
6297,POPULATION AND ENVIRONMENT,"1,143",1.571,0.001430
6302,JOURNAL OF TURBULENCE,"1,246",1.570,0.002970
6303,IEEE Magnetics Letters,462,1.568,0.001910
6303,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,"4,927",1.568,0.005740
6303,RESEARCH IN SCIENCE EDUCATION,"1,459",1.568,0.002100
6303,TECHNOMETRICS,"7,795",1.568,0.003230
6307,JOURNAL OF PLASMA PHYSICS,"1,918",1.567,0.003860
6307,Macromolecular Reaction Engineering,710,1.567,0.001040
6307,RESEARCH IN NONDESTRUCTIVE EVALUATION,346,1.567,0.000370
6307,SKELETAL RADIOLOGY,"5,482",1.567,0.007550
6311,EDUCATIONAL RESEARCH,984,1.566,0.000730
6311,International Review of Financial Analysis,"1,529",1.566,0.002880
6311,JOURNAL OF ELECTRONIC MATERIALS,"10,072",1.566,0.012710
6311,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,"13,980",1.566,0.010950
6315,Journal of Brand Management,"1,689",1.564,0.000830
6315,YONSEI MEDICAL JOURNAL,"3,566",1.564,0.006110
6317,International Gambling Studies,625,1.563,0.000860
6317,Journal of Hydrodynamics,"1,696",1.563,0.002460
6319,ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,"1,265",1.562,0.002130
6319,CURRENT HIV RESEARCH,"1,024",1.562,0.002520
6319,EUROPEAN NEUROLOGY,"3,182",1.562,0.003370
6319,JOURNAL OF DIFFERENTIAL GEOMETRY,"4,148",1.562,0.008700
6319,JOURNAL OF INSECT CONSERVATION,"1,953",1.562,0.003600
6324,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,463,1.561,0.000320
6324,ECOLOGICAL MANAGEMENT & RESTORATION,665,1.561,0.000850
6324,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,"4,223",1.561,0.003810
6327,BREEDING SCIENCE,"1,458",1.559,0.001790
6328,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,"5,569",1.558,0.003040
6328,CEREAL FOODS WORLD,780,1.558,0.000250
6328,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,954,1.558,0.002160
6328,JOURNAL OF PERINATAL MEDICINE,"2,465",1.558,0.003590
6328,Johnson Matthey Technology Review,104,1.558,0.000260
6333,JOURNAL OF COMPUTER INFORMATION SYSTEMS,928,1.557,0.000710
6334,AIAA JOURNAL,"18,651",1.556,0.013750
6334,ALGAE,495,1.556,0.000690
6334,SOCIOLOGY OF RELIGION,925,1.556,0.000940
6334,SOFTWARE TESTING VERIFICATION & RELIABILITY,579,1.556,0.001240
6338,BEHAVIOURAL PROCESSES,"4,337",1.555,0.006980
6338,BEHAVIOURAL PROCESSES,"4,337",1.555,0.006980
6338,International Journal of Consumer Studies,"2,274",1.555,0.001680
6341,Journal of Veterinary Behavior-Clinical Applications and Research,"1,124",1.554,0.002340
6342,Creativity and Innovation Management,"1,181",1.553,0.001080
6343,JOURNAL OF FOOD BIOCHEMISTRY,"1,673",1.552,0.001350
6343,THEORY IN BIOSCIENCES,447,1.552,0.001020
6345,Journal of Black Psychology,907,1.551,0.000800
6345,POLYMER ENGINEERING AND SCIENCE,"9,845",1.551,0.005720
6347,Dermatologic Therapy,"1,553",1.550,0.002020
6347,FEMINIST REVIEW,778,1.550,0.000440
6347,Scandinavian Actuarial Journal,703,1.550,0.001690
6347,Scandinavian Actuarial Journal,703,1.550,0.001690
6351,SOLID STATE COMMUNICATIONS,"17,353",1.549,0.009210
6351,Surgical Innovation,970,1.549,0.002210
6353,APPLIED ANIMAL BEHAVIOUR SCIENCE,"8,022",1.548,0.005780
6353,Annals of Applied Statistics,"2,520",1.548,0.010310
6353,Applied Neuropsychology-Adult,325,1.548,0.001070
6356,ENVIRONMENTAL ENGINEERING SCIENCE,"2,245",1.547,0.002550
6356,INTERNATIONAL JOURNAL OF PHOTOENERGY,"2,956",1.547,0.006150
6356,JOURNAL OF CANCER EDUCATION,"1,626",1.547,0.003840
6356,JOURNAL OF NEUROLINGUISTICS,981,1.547,0.001300
6356,JOURNAL OF NEUROLINGUISTICS,981,1.547,0.001300
6356,Journal of Managerial Psychology,"2,852",1.547,0.002160
6356,MARINE GEODESY,803,1.547,0.001190
6356,OXIDATION OF METALS,"2,757",1.547,0.002030
6356,SYSTEM,"2,608",1.547,0.002280
6365,EUPHYTICA,"9,435",1.546,0.007140
6365,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,"7,449",1.546,0.013840
6367,ACTA MECHANICA SINICA,"1,640",1.545,0.003230
6367,ARCHAEOMETRY,"2,736",1.545,0.002460
6367,Archives of Control Sciences,225,1.545,0.000210
6367,Computational and Mathematical Methods in Medicine,"1,946",1.545,0.006870
6367,Journal of Legal Analysis,197,1.545,0.000710
6367,Journal of the Korean Astronomical Society,258,1.545,0.000900
6367,PHYSICIAN AND SPORTSMEDICINE,"1,124",1.545,0.001690
6367,Psychosocial Intervention,365,1.545,0.000600
6367,THEORETICAL CHEMISTRY ACCOUNTS,"6,961",1.545,0.006460
6376,BRAIN & DEVELOPMENT,"3,855",1.544,0.004980
6377,British Journal of Politics & International Relations,955,1.543,0.001910
6377,DISEASES OF AQUATIC ORGANISMS,"6,014",1.543,0.004310
6377,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,"3,523",1.543,0.002700
6380,Educational Management Administration & Leadership,938,1.542,0.000960
6380,JOURNAL OF EUROPEAN SOCIAL POLICY,"1,495",1.542,0.002690
6380,Structural Change and Economic Dynamics,923,1.542,0.001060
6380,VIRUS GENES,"2,525",1.542,0.004070
6384,GERIATRIC NURSING,963,1.541,0.001570
6384,GERIATRIC NURSING,963,1.541,0.001570
6384,INTERNATIONAL JOURNAL OF DERMATOLOGY,"7,223",1.541,0.007750
6384,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,932,1.541,0.000890
6384,Journal of Business Finance & Accounting,"2,012",1.541,0.001390
6384,MULTIMEDIA TOOLS AND APPLICATIONS,"4,753",1.541,0.008310
6390,EUROPEAN ECONOMIC REVIEW,"6,184",1.540,0.013370
6390,PEDIATRIC CARDIOLOGY,"4,326",1.540,0.008440
6390,TEXTILE RESEARCH JOURNAL,"6,674",1.540,0.003770
6393,Tobacco Induced Diseases,436,1.539,0.001010
6393,Tobacco Induced Diseases,436,1.539,0.001010
6395,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,"2,089",1.538,0.002490
6395,IEEE Design & Test,"1,199",1.538,0.001490
6395,Journal of Oral & Facial Pain and Headache,300,1.538,0.001150
6395,PHARMACOLOGY,"2,240",1.538,0.001930
6395,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,"1,746",1.538,0.001450
6400,Accounting and Finance,"1,159",1.537,0.000690
6400,JOURNAL OF INVASIVE CARDIOLOGY,"1,950",1.537,0.003810
6400,Tourist Studies,601,1.537,0.000540
6403,ANNALS OF PLASTIC SURGERY,"8,452",1.536,0.010980
6403,Algorithms for Molecular Biology,719,1.536,0.002160
6403,EUROPEAN PHYSICAL JOURNAL B,"8,381",1.536,0.011310
6403,JOURNAL OF DIGITAL IMAGING,"1,680",1.536,0.002750
6403,JOURNAL OF NEUROGENETICS,603,1.536,0.001360
6403,MEDICAL PRINCIPLES AND PRACTICE,"1,595",1.536,0.002430
6403,NUMERICAL ALGORITHMS,"2,468",1.536,0.006330
6403,THORACIC AND CARDIOVASCULAR SURGEON,"1,731",1.536,0.002670
6411,ACM Transactions on Computing Education,306,1.535,0.000630
6412,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,"4,388",1.534,0.002380
6412,Seminars in Ophthalmology,"1,125",1.534,0.002160
6414,American Journal of Hospice & Palliative Medicine,"1,620",1.533,0.003480
6415,JOURNAL OF AFRICAN EARTH SCIENCES,"4,783",1.532,0.005730
6415,JOURNAL OF CUTANEOUS PATHOLOGY,"3,796",1.532,0.003620
6415,JOURNAL OF HEALTH POPULATION AND NUTRITION,"1,771",1.532,0.002280
6415,JOURNAL OF SUPERCOMPUTING,"2,421",1.532,0.005940
6415,Jornal Brasileiro de Pneumologia,"1,433",1.532,0.001650
6420,AMERICAN JOURNAL OF ORTHOPSYCHIATRY,"4,018",1.531,0.003280
6420,ANNALS OF HUMAN BIOLOGY,"2,066",1.531,0.002600
6420,ANNALS OF HUMAN BIOLOGY,"2,066",1.531,0.002600
6420,DRUG AND CHEMICAL TOXICOLOGY,"1,062",1.531,0.001310
6420,ECOLOGICAL RESEARCH,"3,185",1.531,0.003500
6420,EVALUATION & THE HEALTH PROFESSIONS,"1,148",1.531,0.001420
6420,EVALUATION & THE HEALTH PROFESSIONS,"1,148",1.531,0.001420
6420,Journal of Esthetic and Restorative Dentistry,"1,013",1.531,0.001140
6420,METHODS OF INFORMATION IN MEDICINE,"1,462",1.531,0.002090
6420,VIRAL IMMUNOLOGY,"1,298",1.531,0.001870
6430,JOURNAL OF COMMUNITY HEALTH,"2,573",1.530,0.006900
6430,JOURNAL OF ULTRASOUND IN MEDICINE,"6,500",1.530,0.008700
6432,ADVANCES IN SPACE RESEARCH,"10,015",1.529,0.012900
6432,ANNALS OF HUMAN GENETICS,"2,031",1.529,0.001920
6432,Journal of Cosmetic Dermatology,950,1.529,0.001480
6432,NEW ZEALAND VETERINARY JOURNAL,"1,517",1.529,0.001690
6436,ASIAN JOURNAL OF CONTROL,"2,117",1.528,0.004210
6436,Globalizations,816,1.528,0.001820
6436,JOURNAL OF BIOSCIENCES,"2,472",1.528,0.002660
6436,Paediatrics and International Child Health,409,1.528,0.001760
6436,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,"5,674",1.528,0.016150
6441,Biosemiotics,200,1.527,0.000160
6441,Biosemiotics,200,1.527,0.000160
6441,CELL AND TISSUE BANKING,905,1.527,0.001580
6441,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,809,1.527,0.001320
6441,International Journal of Coal Preparation and Utilization,285,1.527,0.000580
6441,Journal of Drugs in Dermatology,"2,758",1.527,0.005670
6441,RADIATION AND ENVIRONMENTAL BIOPHYSICS,"1,362",1.527,0.001740
6441,TELECOMMUNICATION SYSTEMS,"1,478",1.527,0.002450
6449,BIOLOGICAL BULLETIN,"4,877",1.526,0.001890
6449,DEVELOPMENT AND CHANGE,"3,166",1.526,0.003950
6449,IMF Economic Review,491,1.526,0.004760
6449,JOURNAL OF DEVELOPMENT STUDIES,"3,435",1.526,0.005480
6449,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,"2,936",1.526,0.001000
6454,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,"1,532",1.525,0.005360
6454,Knowledge and Management of Aquatic Ecosystems,602,1.525,0.001260
6454,MANAGEMENT DECISION,"4,203",1.525,0.002350
6454,Pharmacognosy Magazine,"1,458",1.525,0.002090
6458,BIOMETRICS,"20,622",1.524,0.013430
6458,Homeopathy,460,1.524,0.000480
6458,Operations Management Research,212,1.524,0.000130
6458,Progress in Tumor Research,41,1.524,0.000180
6458,Remote Sensing Letters,"1,227",1.524,0.003570
6458,THERAPIE,675,1.524,0.000690
6464,Metrology and Measurement Systems,545,1.523,0.000800
6464,POLITICAL RESEARCH QUARTERLY,"2,818",1.523,0.005150
6466,ACTA ODONTOLOGICA SCANDINAVICA,"3,357",1.522,0.003460
6466,COMPUTER AIDED GEOMETRIC DESIGN,"1,517",1.522,0.003190
6466,JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,"1,569",1.522,0.004360
6466,Physical Communication,618,1.522,0.001280
6470,Food Science & Nutrition,627,1.521,0.001530
6470,IEEE Computer Architecture Letters,303,1.521,0.000870
6470,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,"4,626",1.521,0.004480
6470,Journal of Primary Prevention,"1,116",1.521,0.001740
